DHSID,DHSYEAR,DHSCLUST,LATNUM,LONGNUM,URBAN_RURA
HN201100001028,2011,1028,14.850755,-88.01885,R
HN201100001029,2011,1029,14.864489,-88.04901,R
HN201100001031,2011,1031,13.539474,-87.48165,U
HN201100001033,2011,1033,13.530718,-87.48948,U
HN201100001036,2011,1036,13.470888,-87.54236,U
HN201100001037,2011,1037,13.512618,-87.725586,U
HN201100001054,2011,1054,13.576831,-87.416756,R
HN201100001056,2011,1056,13.561619,-87.42178,R
HN201100001059,2011,1059,13.426497,-87.55217,R
HN201100001061,2011,1061,13.513526,-87.600136,R
HN201100001064,2011,1064,13.47062,-87.71749,R
HN201100001067,2011,1067,13.320981,-87.63721,R
HN201100001069,2011,1069,13.752017,-87.712364,R
HN201100001070,2011,1070,13.782399,-87.68909,R
HN201100001075,2011,1075,13.659491,-87.600235,R
HN201100001076,2011,1076,13.688642,-87.60756,R
HN201100001080,2011,1080,13.688132,-87.58649,R
HN201100001081,2011,1081,13.674566,-87.4923,R
HN201100001083,2011,1083,13.457052,-87.41746,R
HN201100001084,2011,1084,13.453719,-87.41138,R
HN201100001088,2011,1088,0.0,0.0,U
HN201100001090,2011,1090,15.425077,-87.7899,U
HN201100001092,2011,1092,15.415434,-87.77451,U
HN201100001096,2011,1096,15.370324,-87.804306,U
HN201100001111,2011,1111,15.474676,-86.56007,U
HN201100001112,2011,1112,15.19772,-87.894325,U
HN201100001118,2011,1118,15.132763,-87.0597,R
HN201100001119,2011,1119,15.16449,-87.19896,R
HN201100001120,2011,1120,15.169098,-87.31656,R
HN201100001123,2011,1123,15.602219,-87.69494,R
HN201100001127,2011,1127,15.588797,-87.76479,R
HN201100001128,2011,1128,15.473735,-87.70858,R
HN201100001133,2011,1133,15.44741,-87.61462,R
HN201100001143,2011,1143,15.378904,-87.09362,R
HN201100001144,2011,1144,0.0,0.0,R
HN201100001146,2011,1146,15.157051,-87.61518,R
HN201100001150,2011,1150,15.090603,-87.27556,R
HT201200000002,2012,2,19.096594,-72.08973,R
HT201200000011,2012,11,18.645384,-72.27539,R
HT201200000012,2012,12,19.80278,-73.177,R
HT201200000018,2012,18,18.53724,-72.30225,U
HT201200000019,2012,19,18.566153,-72.30547,U
HT201200000023,2012,23,19.264519,-72.557976,R
HT201200000031,2012,31,18.339664,-74.38873,U
HT201200000034,2012,34,18.594563,-72.21573,R
HT201200000035,2012,35,18.305157,-72.051544,R
HT201200000037,2012,37,18.468275,-74.39665,R
HT201200000038,2012,38,18.296926,-72.4602,R
HT201200000040,2012,40,19.344604,-72.454254,R
HT201200000041,2012,41,18.396643,-73.2764,R
HT201200000043,2012,43,18.764671,-72.072075,R
HT201200000045,2012,45,18.503296,-73.56354,R
HT201200000052,2012,52,18.418732,-72.77293,R
HT201200000057,2012,57,19.014353,-72.70348,R
HT201200000062,2012,62,18.506697,-72.29138,U
HT201200000065,2012,65,18.47391,-73.79454,R
HT201200000069,2012,69,19.079538,-71.84618,U
HT201200000071,2012,71,18.314657,-71.82162,R
HT201200000075,2012,75,18.430307,-74.08864,R
HT201200000078,2012,78,18.524485,-72.33747,U
HT201200000086,2012,86,19.504782,-71.75576,R
HT201200000087,2012,87,18.250055,-72.52872,U
HT201200000089,2012,89,19.639507,-71.9496,U
HT201200000098,2012,98,19.747044,-72.20292,U
HT201200000099,2012,99,19.313444,-72.14245,R
HT201200000101,2012,101,18.532867,-72.28013,U
HT201200000105,2012,105,18.30051,-72.695915,R
HT201200000107,2012,107,19.849176,-73.14087,R
HT201200000108,2012,108,18.247166,-71.81207,R
HT201200000109,2012,109,18.657942,-72.261444,R
HT201200000112,2012,112,18.236237,-73.71296,R
HT201200000113,2012,113,19.872662,-73.200806,R
HT201200000115,2012,115,19.43742,-71.78859,R
HT201200000119,2012,119,18.568048,-72.32776,U
HT201200000127,2012,127,18.275923,-73.410286,U
HT201200000129,2012,129,18.353947,-74.112976,R
HT201200000152,2012,152,18.657995,-72.24577,R
HT201200000153,2012,153,18.549204,-72.29087,U
HT201200000154,2012,154,19.44061,-72.69326,U
HT201200000160,2012,160,19.50921,-71.923,R
HT201200000161,2012,161,18.562656,-72.282845,U
HT201200000164,2012,164,18.54783,-72.29015,U
HT201200000167,2012,167,19.387901,-72.48655,R
HT201200000169,2012,169,18.543158,-72.416565,U
HT201200000170,2012,170,18.410294,-72.72995,R
HT201200000172,2012,172,18.576044,-72.30386,U
HT201200000177,2012,177,18.97235,-72.404144,U
HT201200000187,2012,187,18.424189,-73.57783,R
HT201200000189,2012,189,19.181843,-72.41664,R
HT201200000191,2012,191,18.646156,-71.88681,R
HT201200000192,2012,192,18.486622,-73.66362,R
HT201200000198,2012,198,19.205488,-72.48678,R
HT201200000199,2012,199,18.173723,-74.00188,U
HT201200000202,2012,202,18.297457,-73.30962,R
HT201200000209,2012,209,18.406017,-71.854126,U
HT201200000210,2012,210,18.534992,-72.276375,U
HT201200000220,2012,220,19.570515,-71.96421,R
HT201200000221,2012,221,18.656738,-72.27101,R
HT201200000222,2012,222,18.493837,-72.29415,U
HT201200000227,2012,227,18.543488,-72.51237,R
HT201200000228,2012,228,19.040718,-72.23903,R
HT201200000231,2012,231,18.534063,-74.34467,R
HT201200000232,2012,232,19.11174,-72.38369,R
HT201200000235,2012,235,18.602842,-72.29185,U
HT201200000237,2012,237,19.459703,-72.687485,U
HT201200000241,2012,241,19.947649,-72.81713,U
HT201200000243,2012,243,18.204445,-73.89019,U
HT201200000257,2012,257,18.529827,-72.36386,U
HT201200000260,2012,260,18.519978,-72.419075,U
HT201200000261,2012,261,18.42384,-72.02818,R
HT201200000262,2012,262,18.91154,-72.00808,R
HT201200000266,2012,266,18.530556,-72.29338,U
HT201200000268,2012,268,18.336592,-74.325935,R
HT201200000271,2012,271,18.498285,-74.334595,R
HT201200000275,2012,275,18.376232,-73.20944,R
HT201200000282,2012,282,19.912457,-72.69453,R
HT201200000289,2012,289,19.542463,-72.49922,R
HT201200000292,2012,292,18.58841,-72.325294,U
HT201200000294,2012,294,19.749907,-72.20638,U
HT201200000297,2012,297,0.0,0.0,R
HT201200000298,2012,298,18.361921,-73.7087,R
HT201200000300,2012,300,18.211063,-73.91111,R
HT201200000304,2012,304,18.619806,-72.23453,R
HT201200000306,2012,306,18.233566,-72.84176,R
HT201200000309,2012,309,18.524778,-72.568146,R
HT201200000313,2012,313,18.584915,-72.252205,U
HT201200000315,2012,315,19.151163,-72.01369,U
HT201200000320,2012,320,18.518375,-74.220604,R
HT201200000327,2012,327,18.13809,-73.93399,R
HT201200000329,2012,329,18.952805,-72.596596,R
HT201200000330,2012,330,18.504854,-73.97703,R
HT201200000331,2012,331,18.533482,-72.311035,U
HT201200000334,2012,334,19.08599,-72.710396,U
HT201200000335,2012,335,18.418652,-72.876236,U
HT201200000336,2012,336,19.50847,-72.15337,R
HT201200000337,2012,337,18.536484,-72.3288,U
HT201200000343,2012,343,18.496141,-72.64782,R
HT201200000350,2012,350,19.62147,-72.02424,U
HT201200000351,2012,351,18.637953,-74.11448,U
HT201200000353,2012,353,18.420473,-72.77097,R
HT201200000354,2012,354,19.270336,-71.812294,R
HT201200000355,2012,355,19.5448,-72.41824,R
HT201200000356,2012,356,19.727701,-72.18523,U
HT201200000359,2012,359,19.933205,-72.74277,U
HT201200000366,2012,366,20.056608,-72.82478,R
HT201200000367,2012,367,18.230574,-71.78374,R
HT201200000368,2012,368,18.37669,-73.10908,R
HT201200000370,2012,370,18.542473,-72.30379,U
HT201200000372,2012,372,18.537575,-74.06704,R
HT201200000377,2012,377,18.544596,-72.33881,U
HT201200000380,2012,380,19.532358,-71.92418,U
HT201200000381,2012,381,18.609226,-74.341125,R
HT201200000386,2012,386,18.474056,-73.24042,U
HT201200000393,2012,393,19.374947,-71.73952,R
HT201200000394,2012,394,19.1568,-72.53961,R
HT201200000395,2012,395,18.54876,-72.33146,U
HT201200000401,2012,401,18.538345,-72.30113,U
HT201200000403,2012,403,19.860723,-72.83387,R
HT201200000405,2012,405,19.603981,-72.76833,R
HT201200000406,2012,406,18.22793,-72.90897,R
HT201200000419,2012,419,18.290836,-71.97475,R
HT201200000422,2012,422,18.446653,-73.33374,R
HT201200000425,2012,425,19.735262,-72.20579,U
HT201200000428,2012,428,18.338036,-73.670235,R
HT201200000430,2012,430,19.254723,-72.522026,U
HT201200000431,2012,431,18.531862,-72.334564,U
HT201200000433,2012,433,19.907442,-72.72367,R
HT201200000434,2012,434,19.451351,-72.14405,R
HT201200000438,2012,438,18.188217,-71.845406,R
HT201200000442,2012,442,18.303196,-73.800896,R
HT201200000445,2012,445,18.490774,-72.53884,R
HT201600000002,2016,2,18.537521,-72.40142,U
HT201600000003,2016,3,19.120607,-72.48139,U
HT201600000005,2016,5,18.41515,-73.09289,R
HT201600000015,2016,15,19.557152,-71.96068,R
HT201600000016,2016,16,18.385513,-73.10734,U
HT201600000017,2016,17,18.5452,-72.28719,U
HT201600000018,2016,18,19.439093,-72.4227,R
HT201600000023,2016,23,18.207521,-73.75866,U
HT201600000025,2016,25,18.899841,-72.47324,R
HT201600000032,2016,32,18.552917,-72.34101,U
HT201600000033,2016,33,18.748087,-71.86531,R
HT201600000035,2016,35,18.279322,-72.54818,R
HT201600000044,2016,44,18.583498,-72.33269,U
HT201600000046,2016,46,18.824936,-72.55449,U
HT201600000049,2016,49,18.539879,-72.42204,U
HT201600000050,2016,50,18.520866,-72.27883,U
HT201600000058,2016,58,19.67437,-72.12546,U
HT201600000060,2016,60,19.375013,-71.955505,R
HT201600000062,2016,62,18.196669,-73.82091,R
HT201600000063,2016,63,18.555433,-72.34129,U
HT201600000064,2016,64,18.478508,-73.6259,R
HT201600000068,2016,68,18.405243,-72.799484,R
HT201600000077,2016,77,18.561626,-73.94682,R
HT201600000085,2016,85,19.17027,-72.02256,R
HT201600000092,2016,92,18.534327,-72.349556,U
HT201600000096,2016,96,18.31406,-72.27457,R
HT201600000098,2016,98,18.646687,-74.1191,U
HT201600000099,2016,99,18.052704,-71.75104,U
HT201600000101,2016,101,19.58057,-71.758484,R
HT201600000102,2016,102,18.469126,-73.939476,U
HT201600000107,2016,107,19.568123,-71.72719,U
HT201600000109,2016,109,18.143665,-73.95629,R
HT201600000110,2016,110,18.511381,-72.383934,U
HT201600000111,2016,111,19.732172,-72.19211,U
HT201600000112,2016,112,18.546345,-72.30167,U
HT201600000114,2016,114,18.341805,-72.98642,R
HT201600000122,2016,122,19.52759,-72.622444,R
HT201600000124,2016,124,18.478748,-73.843735,R
HT201600000126,2016,126,19.761307,-73.114395,R
HT201600000127,2016,127,18.221624,-73.949684,R
HT201600000134,2016,134,19.042154,-72.49702,R
HT201600000143,2016,143,18.539583,-72.4258,U
HT201600000152,2016,152,18.335608,-72.13756,R
HT201600000154,2016,154,18.505108,-74.06654,R
HT201600000161,2016,161,19.75816,-72.36453,R
HT201600000162,2016,162,19.743267,-72.21006,U
HT201600000164,2016,164,18.189693,-72.79098,R
HT201600000165,2016,165,18.46444,-73.38194,R
HT201600000167,2016,167,18.286367,-72.65493,R
HT201600000169,2016,169,18.509882,-73.88109,R
HT201600000178,2016,178,18.86214,-72.11993,R
HT201600000180,2016,180,19.784567,-72.38101,R
HT201600000182,2016,182,18.17654,-73.918144,R
HT201600000185,2016,185,19.550207,-71.736305,U
HT201600000187,2016,187,19.881062,-72.83665,U
HT201600000188,2016,188,18.284348,-72.5418,R
HT201600000191,2016,191,18.599638,-72.24676,R
HT201600000192,2016,192,19.518602,-72.35749,U
HT201600000196,2016,196,18.374395,-73.12688,R
HT201600000199,2016,199,18.51544,-72.36351,U
HT201600000201,2016,201,19.763477,-72.38122,U
HT201600000202,2016,202,19.041616,-72.71611,R
HT201600000205,2016,205,19.338707,-72.022285,U
HT201600000206,2016,206,19.035887,-72.397934,R
HT201600000207,2016,207,19.130919,-72.542465,R
HT201600000211,2016,211,19.440615,-72.698074,U
HT201600000213,2016,213,19.15436,-72.00149,U
HT201600000214,2016,214,19.932022,-72.8553,U
HT201600000217,2016,217,19.106375,-72.06858,R
HT201600000222,2016,222,18.524796,-72.27456,U
HT201600000226,2016,226,18.49076,-73.50299,R
HT201600000227,2016,227,18.453949,-73.792145,R
HT201600000228,2016,228,18.308426,-74.21905,U
HT201600000230,2016,230,18.560425,-72.2297,R
HT201600000234,2016,234,19.606848,-72.19397,R
HT201600000242,2016,242,19.438923,-72.68764,U
HT201600000243,2016,243,19.312027,-72.6181,U
HT201600000246,2016,246,19.831663,-72.7862,R
HT201600000248,2016,248,18.810703,-72.1162,R
HT201600000249,2016,249,19.698547,-72.37157,R
HT201600000257,2016,257,19.376328,-71.98892,U
HT201600000266,2016,266,19.854914,-73.19029,U
HT201600000267,2016,267,18.587109,-72.32967,U
HT201600000268,2016,268,19.91544,-72.77703,R
HT201600000269,2016,269,18.377691,-73.26518,R
HT201600000271,2016,271,18.522957,-72.33776,U
HT201600000272,2016,272,18.421225,-73.59737,R
HT201600000277,2016,277,18.20182,-73.748825,U
HT201600000278,2016,278,19.109514,-72.701935,U
HT201600000289,2016,289,19.890612,-72.98401,R
HT201600000296,2016,296,19.358084,-72.40479,R
HT201600000302,2016,302,18.235258,-72.5324,U
HT201600000305,2016,305,19.250505,-72.510956,R
HT201600000310,2016,310,19.819496,-72.71562,R
HT201600000312,2016,312,18.596872,-72.27368,U
HT201600000324,2016,324,18.541685,-72.394196,U
HT201600000326,2016,326,19.04648,-72.46732,U
HT201600000329,2016,329,18.596704,-72.3103,U
HT201600000330,2016,330,19.340673,-72.42357,R
HT201600000331,2016,331,18.429123,-71.881905,R
HT201600000335,2016,335,18.431267,-74.42256,R
HT201600000336,2016,336,18.332155,-73.01869,R
HT201600000338,2016,338,19.26866,-72.51539,U
HT201600000340,2016,340,19.451164,-72.60888,R
HT201600000341,2016,341,19.930538,-72.72561,U
HT201600000343,2016,343,18.839712,-72.566475,R
HT201600000349,2016,349,18.351889,-73.281784,R
HT201600000354,2016,354,19.223318,-72.0411,R
HT201600000357,2016,357,18.274351,-72.451004,R
HT201600000360,2016,360,18.932224,-71.81946,R
HT201600000362,2016,362,18.289423,-71.86927,R
HT201600000370,2016,370,18.32493,-74.3196,R
HT201600000371,2016,371,19.20842,-72.58946,R
HT201600000372,2016,372,18.326889,-72.55632,R
HT201600000377,2016,377,18.643604,-74.12155,U
HT201600000380,2016,380,18.21218,-73.742744,R
HT201600000381,2016,381,18.766874,-72.89241,R
HT201600000385,2016,385,18.44741,-73.74879,R
HT201600000394,2016,394,18.573788,-72.2503,U
HT201600000395,2016,395,18.569105,-72.31841,U
HT201600000396,2016,396,19.623732,-71.943726,U
HT201600000399,2016,399,18.365995,-73.85613,R
HT201600000407,2016,407,18.997225,-72.72205,R
HT201600000409,2016,409,19.1865,-71.63993,R
HT201600000413,2016,413,19.17441,-72.46737,R
HT201600000414,2016,414,19.691397,-72.019485,R
HT201600000419,2016,419,18.293121,-72.09258,R
HT201600000422,2016,422,19.493246,-72.08618,R
HT201600000428,2016,428,18.276615,-73.41229,R
HT201600000429,2016,429,18.290192,-72.69547,R
HT201600000430,2016,430,18.89022,-71.95016,R
HT201600000431,2016,431,18.274971,-73.654594,R
HT201600000436,2016,436,19.730118,-72.23079,U
HT201600000437,2016,437,19.764812,-72.2038,U
HT201600000442,2016,442,18.355906,-73.66189,R
HT201600000444,2016,444,18.882221,-72.23578,R
HT201600000445,2016,445,19.64256,-72.59975,R
HT201600000446,2016,446,19.756504,-72.6839,R
JO200700000001,2007,1,32.05082,35.879147,U
JO200700000009,2007,9,31.985825,35.834667,U
JO200700000011,2007,11,31.963757,35.875893,U
JO200700000015,2007,15,31.961523,35.777336,U
JO200700000029,2007,29,31.85361,35.934505,U
JO200700000039,2007,39,31.853264,36.128593,R
JO200700000045,2007,45,31.958736,35.917217,U
JO200700000051,2007,51,31.940527,35.918694,U
JO200700000067,2007,67,31.979923,35.927925,U
JO200700000075,2007,75,31.96884,35.93441,U
JO200700000077,2007,77,31.99856,35.972893,U
JO200700000083,2007,83,31.942888,35.94181,U
JO200700000085,2007,85,31.967089,35.98883,U
JO200700000091,2007,91,31.964165,35.853855,U
JO200700000093,2007,93,32.23035,35.617203,U
JO200700000099,2007,99,31.827898,35.651085,U
JO200700000109,2007,109,31.99925,35.7126,U
JO200700000111,2007,111,32.04638,35.719303,U
JO200700000119,2007,119,32.020287,35.78327,U
JO200700000127,2007,127,32.076115,35.847607,U
JO200700000129,2007,129,32.063038,35.844288,U
JO200700000135,2007,135,32.070004,35.830296,U
JO200700000143,2007,143,32.060314,35.81262,U
JO200700000149,2007,149,32.162395,35.58688,R
JO200700000175,2007,175,32.13239,35.92522,R
JO200700000179,2007,179,32.068043,36.061535,U
JO200700000195,2007,195,32.060596,36.065506,U
JO200700000215,2007,215,32.086475,36.080387,U
JO200700000217,2007,217,32.099655,36.11052,U
JO200700000227,2007,227,32.01406,36.0447,U
JO200700000229,2007,229,32.024426,36.032986,U
JO200700000237,2007,237,32.028687,36.07702,U
JO200700000249,2007,249,31.733606,35.764965,U
JO200700000257,2007,257,31.722616,35.782467,U
JO200700000259,2007,259,31.719324,35.79585,U
JO200700000265,2007,265,31.718506,35.800053,U
JO200700000283,2007,283,31.665981,35.730797,U
JO200700000295,2007,295,31.762037,35.786324,R
JO200700000299,2007,299,31.686007,35.776638,R
JO200700000303,2007,303,31.603636,35.76522,R
JO200700000313,2007,313,32.687656,35.797813,U
JO200700000321,2007,321,32.263287,35.577785,U
JO200700000327,2007,327,32.48509,35.819332,U
JO200700000335,2007,335,32.588898,35.85548,U
JO200700000341,2007,341,32.557446,36.006863,U
JO200700000343,2007,343,32.48747,36.04911,U
JO200700000345,2007,345,32.50018,35.87777,U
JO200700000349,2007,349,32.475662,35.907845,U
JO200700000355,2007,355,32.697205,35.833008,R
JO200700000379,2007,379,32.544758,35.8631,U
JO200700000381,2007,381,32.563828,35.874306,U
JO200700000387,2007,387,32.427948,36.135235,U
JO200700000391,2007,391,32.298225,36.29757,U
JO200700000399,2007,399,32.342724,36.19612,U
JO200700000401,2007,401,32.329502,36.207024,U
JO200700000415,2007,415,32.31534,36.493855,U
JO200700000417,2007,417,32.42187,36.085194,R
JO200700000419,2007,419,32.483704,36.22811,R
JO200700000431,2007,431,32.342316,35.969334,R
JO200700000445,2007,445,32.251698,36.434093,R
JO200700000447,2007,447,32.322006,36.478054,R
JO200700000449,2007,449,32.30483,36.64607,R
JO200700000455,2007,455,32.20807,36.615208,R
JO200700000459,2007,459,32.35718,35.90013,U
JO200700000467,2007,467,32.26108,35.909523,U
JO200700000469,2007,469,32.29018,35.901108,U
JO200700000471,2007,471,32.28306,35.900944,U
JO200700000475,2007,475,32.285908,35.895126,U
JO200700000479,2007,479,32.3014,35.886486,U
JO200700000493,2007,493,32.279747,35.84589,U
JO200700000497,2007,497,32.285217,35.843105,U
JO200700000507,2007,507,32.23509,35.818066,R
JO200700000509,2007,509,32.268806,35.857082,R
JO200700000511,2007,511,32.258778,35.883186,R
JO200700000541,2007,541,32.34642,35.800373,U
JO200700000555,2007,555,32.341328,35.757042,U
JO200700000565,2007,565,32.30335,35.737904,U
JO200700000567,2007,567,32.30484,35.75919,U
JO200700000573,2007,573,32.307587,35.695423,U
JO200700000575,2007,575,32.30328,35.69913,U
JO200700000579,2007,579,32.298824,35.690136,U
JO200700000591,2007,591,32.391186,35.847763,R
JO200700000605,2007,605,31.03157,35.491642,U
JO200700000611,2007,611,31.186491,35.703182,U
JO200700000623,2007,623,31.062038,35.69479,U
JO200700000633,2007,633,31.288498,35.71329,R
JO200700000635,2007,635,31.31769,35.669556,R
JO200700000641,2007,641,31.27256,35.717865,R
JO200700000655,2007,655,31.218575,35.76922,R
JO200700000665,2007,665,31.02353,35.754375,R
JO200700000675,2007,675,30.860514,35.594383,U
JO200700000677,2007,677,30.848513,35.63481,U
JO200700000681,2007,681,30.841211,35.60497,U
JO200700000683,2007,683,30.843533,35.60989,U
JO200700000693,2007,693,30.825228,35.593468,U
JO200700000697,2007,697,30.825926,35.576633,U
JO200700000705,2007,705,30.781103,35.606663,U
JO200700000707,2007,707,30.740198,35.602947,U
JO200700000723,2007,723,30.854954,35.965508,U
JO200700000725,2007,725,30.748844,35.99256,U
JO200700000735,2007,735,30.828163,35.648293,R
JO200700000747,2007,747,30.610167,35.79848,U
JO200700000749,2007,749,30.614124,35.813034,U
JO200700000751,2007,751,30.323624,35.476456,U
JO200700000753,2007,753,30.33042,35.484455,U
JO200700000757,2007,757,30.32085,35.48121,U
JO200700000765,2007,765,30.20281,35.725037,U
JO200700000769,2007,769,30.197773,35.727936,U
JO200700000771,2007,771,30.196827,35.722073,U
JO200700000773,2007,773,30.206882,35.744904,U
JO200700000791,2007,791,30.51178,35.505833,R
JO200700000801,2007,801,30.263004,35.478752,R
JO200700000809,2007,809,30.280807,35.512943,R
JO200700000815,2007,815,30.010315,35.49157,R
JO200700000825,2007,825,29.527395,35.030163,U
JO200700000827,2007,827,29.515291,35.001053,U
JO200700000831,2007,831,29.529629,35.01164,U
JO200700000841,2007,841,29.541752,35.025513,U
JO200700000845,2007,845,29.557173,35.02184,U
JO200700000857,2007,857,29.544582,35.02236,U
JO200700000859,2007,859,29.566103,35.029907,U
JO200700000865,2007,865,29.54132,35.018513,U
JO200700000873,2007,873,29.535465,35.030186,U
JO200700000879,2007,879,29.533169,35.029778,U
JO200700000881,2007,881,29.735594,35.271606,R
JO200700000885,2007,885,29.682514,35.52147,R
JO200700000891,2007,891,31.704912,35.954514,U
JO200700000893,2007,893,31.852097,35.953613,R
JO200700000901,2007,901,31.671959,35.93143,R
JO200700000903,2007,903,31.547155,36.041687,R
JO200700000909,2007,909,31.793688,36.055195,R
JO200700000915,2007,915,31.796024,35.972874,R
JO200700000925,2007,925,32.120438,36.29994,R
JO201200000004,2012,4,31.970797,35.92301,U
JO201200000005,2012,5,31.962318,35.929768,U
JO201200000006,2012,6,31.963642,35.915066,U
JO201200000011,2012,11,31.923813,35.92665,U
JO201200000016,2012,16,31.926355,35.938606,U
JO201200000020,2012,20,31.92309,35.925488,U
JO201200000028,2012,28,31.939058,35.916523,U
JO201200000033,2012,33,31.989855,36.002266,U
JO201200000036,2012,36,31.963234,35.962685,U
JO201200000039,2012,39,31.963484,35.979893,U
JO201200000045,2012,45,31.979239,35.964085,U
JO201200000048,2012,48,31.966373,35.93668,U
JO201200000049,2012,49,31.985588,35.97291,U
JO201200000050,2012,50,31.908438,35.965508,U
JO201200000052,2012,52,31.88571,35.971127,U
JO201200000059,2012,59,31.998804,35.893566,U
JO201200000061,2012,61,32.027725,35.84136,U
JO201200000063,2012,63,31.996601,35.868793,U
JO201200000065,2012,65,31.973679,35.87785,U
JO201200000066,2012,66,31.981684,35.85236,U
JO201200000075,2012,75,31.89244,35.856895,U
JO201200000077,2012,77,31.790005,35.92943,R
JO201200000078,2012,78,31.739267,35.94717,R
JO201200000080,2012,80,31.593712,35.94445,R
JO201200000083,2012,83,31.711744,35.95236,U
JO201200000085,2012,85,31.854378,36.052593,R
JO201200000089,2012,89,31.840769,35.828945,R
JO201200000091,2012,91,32.04051,35.7864,R
JO201200000100,2012,100,32.025005,35.722946,U
JO201200000101,2012,101,32.044037,35.724228,U
JO201200000103,2012,103,32.052387,35.76425,U
JO201200000104,2012,104,32.035847,35.741234,U
JO201200000108,2012,108,32.094265,35.74018,R
JO201200000110,2012,110,32.1232,35.774204,R
JO201200000112,2012,112,32.009182,35.649933,R
JO201200000115,2012,115,31.95444,35.581787,U
JO201200000117,2012,117,31.80925,35.67733,R
JO201200000123,2012,123,32.139187,35.625324,R
JO201200000124,2012,124,32.192497,35.620724,R
JO201200000125,2012,125,32.187855,35.62117,R
JO201200000127,2012,127,32.098213,35.56619,R
JO201200000129,2012,129,32.05004,35.82475,U
JO201200000136,2012,136,32.077843,35.85455,U
JO201200000140,2012,140,32.08011,35.835217,U
JO201200000141,2012,141,32.071365,35.83793,U
JO201200000149,2012,149,32.07758,35.84216,U
JO201200000152,2012,152,32.08864,35.847034,U
JO201200000155,2012,155,32.086113,35.855453,U
JO201200000156,2012,156,32.08136,35.866623,U
JO201200000160,2012,160,31.998821,35.765957,U
JO201200000168,2012,168,32.06924,36.099285,U
JO201200000169,2012,169,32.07538,36.10485,U
JO201200000170,2012,170,32.076977,36.0802,U
JO201200000171,2012,171,32.071693,36.092598,U
JO201200000172,2012,172,32.069206,36.091125,U
JO201200000177,2012,177,32.084114,36.07738,U
JO201200000178,2012,178,32.045177,36.1074,U
JO201200000182,2012,182,32.052555,36.0905,U
JO201200000184,2012,184,32.05839,36.092716,U
JO201200000186,2012,186,32.067215,36.06612,U
JO201200000193,2012,193,32.086876,36.094944,U
JO201200000194,2012,194,32.090237,36.09096,U
JO201200000195,2012,195,32.086483,36.09186,U
JO201200000199,2012,199,32.124447,36.268677,U
JO201200000200,2012,200,32.119003,36.288864,U
JO201200000206,2012,206,32.01103,36.053394,U
JO201200000212,2012,212,32.036144,36.057396,U
JO201200000213,2012,213,32.0258,36.061367,U
JO201200000217,2012,217,32.023586,36.024143,U
JO201200000222,2012,222,32.023735,36.009598,U
JO201200000225,2012,225,32.02282,36.010902,U
JO201200000226,2012,226,32.006668,36.01186,U
JO201200000227,2012,227,32.017548,36.01557,U
JO201200000230,2012,230,32.00795,36.02873,U
JO201200000231,2012,231,32.00826,36.02535,U
JO201200000235,2012,235,32.004425,36.024994,U
JO201200000237,2012,237,32.126133,36.122566,U
JO201200000240,2012,240,31.73582,35.79269,U
JO201200000242,2012,242,31.66446,35.761845,R
JO201200000246,2012,246,31.710829,35.796722,U
JO201200000249,2012,249,31.718216,35.774956,U
JO201200000254,2012,254,31.736937,35.797028,U
JO201200000257,2012,257,31.70996,35.794037,U
JO201200000259,2012,259,31.708698,35.787323,U
JO201200000263,2012,263,31.703386,35.803123,U
JO201200000265,2012,265,31.704742,35.79104,U
JO201200000268,2012,268,31.725964,35.7868,U
JO201200000269,2012,269,31.708683,35.800724,U
JO201200000270,2012,270,31.723848,35.80432,U
JO201200000277,2012,277,31.73208,35.783607,U
JO201200000278,2012,278,31.727676,35.790367,U
JO201200000281,2012,281,31.774265,35.771404,R
JO201200000292,2012,292,31.523108,35.769913,R
JO201200000296,2012,296,31.5827,35.80077,U
JO201200000298,2012,298,31.5962,35.84303,U
JO201200000300,2012,300,31.61331,35.802532,R
JO201200000302,2012,302,32.535286,35.90701,U
JO201200000305,2012,305,32.56515,35.894478,U
JO201200000314,2012,314,32.57385,35.849003,U
JO201200000316,2012,316,32.56844,35.843636,U
JO201200000319,2012,319,32.55759,35.853233,U
JO201200000321,2012,321,32.550674,35.869637,U
JO201200000335,2012,335,32.561867,36.001484,U
JO201200000336,2012,336,32.5542,35.98894,U
JO201200000340,2012,340,32.63802,35.978325,U
JO201200000341,2012,341,32.64062,35.95827,U
JO201200000345,2012,345,32.424282,35.68363,U
JO201200000347,2012,347,32.446735,35.674362,R
JO201200000352,2012,352,32.614475,35.86098,R
JO201200000358,2012,358,32.273968,35.593315,U
JO201200000359,2012,359,32.53259,35.59537,U
JO201200000363,2012,363,32.4109,35.905056,U
JO201200000368,2012,368,32.46884,35.89405,U
JO201200000369,2012,369,32.476902,35.890484,U
JO201200000370,2012,370,32.485542,35.90128,U
JO201200000374,2012,374,32.432384,35.779415,U
JO201200000377,2012,377,32.578037,35.68204,U
JO201200000380,2012,380,32.55014,35.762848,R
JO201200000383,2012,383,32.332485,36.208958,U
JO201200000391,2012,391,32.34109,36.20261,U
JO201200000392,2012,392,32.35074,36.20588,U
JO201200000393,2012,393,32.341663,36.208466,U
JO201200000398,2012,398,32.244686,36.075222,U
JO201200000401,2012,401,32.17857,36.12414,R
JO201200000407,2012,407,32.263924,36.045403,R
